"REF_DATE","GEO","DGUID","Gender","Indicators","Statistics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2024-07","Quebec","2016A000224","Men","Very strong or somewhat strong sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411548","7.2.1.1","48.6","","","","1"
"2024-10","Quebec","2016A000224","Men","Very strong or somewhat strong sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411548","7.2.1.1","56.9","","","","1"
"2024-07","Quebec","2016A000224","Men","Somewhat weak or very weak sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411554","7.2.2.1","36.3","","","","1"
"2024-10","Quebec","2016A000224","Men","Somewhat weak or very weak sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411554","7.2.2.1","32.8","","","","1"
"2024-07","Quebec","2016A000224","Men","No opinion on sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411560","7.2.3.1","15.1","","","","1"
"2024-10","Quebec","2016A000224","Men","No opinion on sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411560","7.2.3.1","10.2","","","","1"
"2024-07","Quebec","2016A000224","Women","Very strong or somewhat strong sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411566","7.3.1.1","55.0","","","","1"
"2024-10","Quebec","2016A000224","Women","Very strong or somewhat strong sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411566","7.3.1.1","55.0","","","","1"
"2024-07","Quebec","2016A000224","Women","Somewhat weak or very weak sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411572","7.3.2.1","30.2","","","","1"
"2024-10","Quebec","2016A000224","Women","Somewhat weak or very weak sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411572","7.3.2.1","30.8","","","","1"
"2024-07","Quebec","2016A000224","Women","No opinion on sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411578","7.3.3.1","14.8","","","","1"
"2024-10","Quebec","2016A000224","Women","No opinion on sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411578","7.3.3.1","14.2","","","","1"
"2024-07","Ontario","2016A000235","Total, all persons","Very strong or somewhat strong sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411584","8.1.1.1","50.6","","","","1"
"2024-10","Ontario","2016A000235","Total, all persons","Very strong or somewhat strong sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411584","8.1.1.1","53.2","","","","1"
"2024-07","Ontario","2016A000235","Total, all persons","Somewhat weak or very weak sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411590","8.1.2.1","34.6","","","","1"
"2024-10","Ontario","2016A000235","Total, all persons","Somewhat weak or very weak sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411590","8.1.2.1","33.1","","","","1"
"2024-07","Ontario","2016A000235","Total, all persons","No opinion on sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411596","8.1.3.1","14.8","","","","1"
"2024-10","Ontario","2016A000235","Total, all persons","No opinion on sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411596","8.1.3.1","13.7","","","","1"
"2024-07","Ontario","2016A000235","Men","Very strong or somewhat strong sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411602","8.2.1.1","49.8","","","","1"
"2024-10","Ontario","2016A000235","Men","Very strong or somewhat strong sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411602","8.2.1.1","53.7","","","","1"
"2024-07","Ontario","2016A000235","Men","Somewhat weak or very weak sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411608","8.2.2.1","35.6","","","","1"
"2024-10","Ontario","2016A000235","Men","Somewhat weak or very weak sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411608","8.2.2.1","33.2","","","","1"
"2024-07","Ontario","2016A000235","Men","No opinion on sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411614","8.2.3.1","14.6","","","","1"
"2024-10","Ontario","2016A000235","Men","No opinion on sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411614","8.2.3.1","13.1","","","","1"
"2024-07","Ontario","2016A000235","Women","Very strong or somewhat strong sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411620","8.3.1.1","51.4","","","","1"
"2024-10","Ontario","2016A000235","Women","Very strong or somewhat strong sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411620","8.3.1.1","52.7","","","","1"
"2024-07","Ontario","2016A000235","Women","Somewhat weak or very weak sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411626","8.3.2.1","33.7","","","","1"
"2024-10","Ontario","2016A000235","Women","Somewhat weak or very weak sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411626","8.3.2.1","33.0","","","","1"
"2024-07","Ontario","2016A000235","Women","No opinion on sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411632","8.3.3.1","15.0","","","","1"
"2024-10","Ontario","2016A000235","Women","No opinion on sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411632","8.3.3.1","14.3","","","","1"
"2024-07","Prairies Region","2016A00014","Total, all persons","Very strong or somewhat strong sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411638","9.1.1.1","53.2","","","","1"
"2024-10","Prairies Region","2016A00014","Total, all persons","Very strong or somewhat strong sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411638","9.1.1.1","52.6","","","","1"
"2024-07","Prairies Region","2016A00014","Total, all persons","Somewhat weak or very weak sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411644","9.1.2.1","32.5","","","","1"
"2024-10","Prairies Region","2016A00014","Total, all persons","Somewhat weak or very weak sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411644","9.1.2.1","34.0","","","","1"
"2024-07","Prairies Region","2016A00014","Total, all persons","No opinion on sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411650","9.1.3.1","14.2","","","","1"
"2024-10","Prairies Region","2016A00014","Total, all persons","No opinion on sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411650","9.1.3.1","13.3","","","","1"
"2024-07","Prairies Region","2016A00014","Men","Very strong or somewhat strong sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411656","9.2.1.1","54.0","","","","1"
"2024-10","Prairies Region","2016A00014","Men","Very strong or somewhat strong sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411656","9.2.1.1","52.2","","","","1"
"2024-07","Prairies Region","2016A00014","Men","Somewhat weak or very weak sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411662","9.2.2.1","31.8","","","","1"
"2024-10","Prairies Region","2016A00014","Men","Somewhat weak or very weak sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411662","9.2.2.1","32.3","","","","1"
"2024-07","Prairies Region","2016A00014","Men","No opinion on sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411668","9.2.3.1","14.2","","","","1"
"2024-10","Prairies Region","2016A00014","Men","No opinion on sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411668","9.2.3.1","15.5","","","","1"
"2024-07","Prairies Region","2016A00014","Women","Very strong or somewhat strong sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411674","9.3.1.1","52.4","","","","1"
"2024-10","Prairies Region","2016A00014","Women","Very strong or somewhat strong sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411674","9.3.1.1","53.1","","","","1"
"2024-07","Prairies Region","2016A00014","Women","Somewhat weak or very weak sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411680","9.3.2.1","33.3","","","","1"
"2024-10","Prairies Region","2016A00014","Women","Somewhat weak or very weak sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411680","9.3.2.1","35.8","","","","1"
"2024-07","Prairies Region","2016A00014","Women","No opinion on sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411686","9.3.3.1","14.3","","","","1"
"2024-10","Prairies Region","2016A00014","Women","No opinion on sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411686","9.3.3.1","11.2","","","","1"
"2024-07","Manitoba","2016A000246","Total, all persons","Very strong or somewhat strong sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411692","10.1.1.1","54.2","","","","1"
"2024-10","Manitoba","2016A000246","Total, all persons","Very strong or somewhat strong sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411692","10.1.1.1","57.1","","","","1"
"2024-07","Manitoba","2016A000246","Total, all persons","Somewhat weak or very weak sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411698","10.1.2.1","30.3","","","","1"
"2024-10","Manitoba","2016A000246","Total, all persons","Somewhat weak or very weak sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411698","10.1.2.1","29.6","","","","1"
"2024-07","Manitoba","2016A000246","Total, all persons","No opinion on sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411704","10.1.3.1","15.6","","","","1"
"2024-10","Manitoba","2016A000246","Total, all persons","No opinion on sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411704","10.1.3.1","13.3","","","","1"
"2024-07","Manitoba","2016A000246","Men","Very strong or somewhat strong sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411710","10.2.1.1","54.4","","","","1"
"2024-10","Manitoba","2016A000246","Men","Very strong or somewhat strong sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411710","10.2.1.1","61.3","","","","1"
"2024-07","Manitoba","2016A000246","Men","Somewhat weak or very weak sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411716","10.2.2.1","34.2","","","","1"
"2024-10","Manitoba","2016A000246","Men","Somewhat weak or very weak sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411716","10.2.2.1","25.0","","","","1"
"2024-07","Manitoba","2016A000246","Men","No opinion on sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411722","10.2.3.1","11.4","","","","1"
"2024-10","Manitoba","2016A000246","Men","No opinion on sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411722","10.2.3.1","13.7","","","","1"
"2024-07","Manitoba","2016A000246","Women","Very strong or somewhat strong sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411728","10.3.1.1","54.0","","","","1"
"2024-10","Manitoba","2016A000246","Women","Very strong or somewhat strong sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411728","10.3.1.1","52.9","","","","1"
"2024-07","Manitoba","2016A000246","Women","Somewhat weak or very weak sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411734","10.3.2.1","26.3","","","","1"
"2024-10","Manitoba","2016A000246","Women","Somewhat weak or very weak sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411734","10.3.2.1","34.1","","","","1"
"2024-07","Manitoba","2016A000246","Women","No opinion on sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411740","10.3.3.1","19.8","","","","1"
"2024-10","Manitoba","2016A000246","Women","No opinion on sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411740","10.3.3.1","13.0","","","","1"
"2024-07","Saskatchewan","2016A000247","Total, all persons","Very strong or somewhat strong sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411746","11.1.1.1","55.5","","","","1"
"2024-10","Saskatchewan","2016A000247","Total, all persons","Very strong or somewhat strong sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411746","11.1.1.1","59.9","","","","1"
"2024-07","Saskatchewan","2016A000247","Total, all persons","Somewhat weak or very weak sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411752","11.1.2.1","29.1","","","","1"
"2024-10","Saskatchewan","2016A000247","Total, all persons","Somewhat weak or very weak sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411752","11.1.2.1","29.2","","","","1"
"2024-07","Saskatchewan","2016A000247","Total, all persons","No opinion on sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411758","11.1.3.1","15.4","","","","1"
"2024-10","Saskatchewan","2016A000247","Total, all persons","No opinion on sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411758","11.1.3.1","10.9","","","","1"
"2024-07","Saskatchewan","2016A000247","Men","Very strong or somewhat strong sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411764","11.2.1.1","55.5","","","","1"
"2024-10","Saskatchewan","2016A000247","Men","Very strong or somewhat strong sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411764","11.2.1.1","59.2","","","","1"
"2024-07","Saskatchewan","2016A000247","Men","Somewhat weak or very weak sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411770","11.2.2.1","28.3","","","","1"
"2024-10","Saskatchewan","2016A000247","Men","Somewhat weak or very weak sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411770","11.2.2.1","31.2","","","","1"
"2024-07","Saskatchewan","2016A000247","Men","No opinion on sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411776","11.2.3.1","16.2","","","","1"
"2024-10","Saskatchewan","2016A000247","Men","No opinion on sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411776","11.2.3.1","9.6","","","","1"
"2024-07","Saskatchewan","2016A000247","Women","Very strong or somewhat strong sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411782","11.3.1.1","55.5","","","","1"
"2024-10","Saskatchewan","2016A000247","Women","Very strong or somewhat strong sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411782","11.3.1.1","60.6","","","","1"
"2024-07","Saskatchewan","2016A000247","Women","Somewhat weak or very weak sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411788","11.3.2.1","29.9","","","","1"
"2024-10","Saskatchewan","2016A000247","Women","Somewhat weak or very weak sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411788","11.3.2.1","27.1","","","","1"
"2024-07","Saskatchewan","2016A000247","Women","No opinion on sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411794","11.3.3.1","14.7","","","","1"
"2024-10","Saskatchewan","2016A000247","Women","No opinion on sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411794","11.3.3.1","12.3","","","","1"
"2024-07","Alberta","2016A000248","Total, all persons","Very strong or somewhat strong sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411800","12.1.1.1","52.4","","","","1"
"2024-10","Alberta","2016A000248","Total, all persons","Very strong or somewhat strong sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411800","12.1.1.1","49.6","","","","1"
"2024-07","Alberta","2016A000248","Total, all persons","Somewhat weak or very weak sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411806","12.1.2.1","34.0","","","","1"
"2024-10","Alberta","2016A000248","Total, all persons","Somewhat weak or very weak sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411806","12.1.2.1","36.5","","","","1"
"2024-07","Alberta","2016A000248","Total, all persons","No opinion on sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411812","12.1.3.1","13.6","","","","1"
"2024-10","Alberta","2016A000248","Total, all persons","No opinion on sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411812","12.1.3.1","13.9","","","","1"
"2024-07","Alberta","2016A000248","Men","Very strong or somewhat strong sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411818","12.2.1.1","53.5","","","","1"
"2024-10","Alberta","2016A000248","Men","Very strong or somewhat strong sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411818","12.2.1.1","47.9","","","","1"
"2024-07","Alberta","2016A000248","Men","Somewhat weak or very weak sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411824","12.2.2.1","32.0","","","","1"
"2024-10","Alberta","2016A000248","Men","Somewhat weak or very weak sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411824","12.2.2.1","34.7","","","","1"
"2024-07","Alberta","2016A000248","Men","No opinion on sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411830","12.2.3.1","14.5","","","","1"
"2024-10","Alberta","2016A000248","Men","No opinion on sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411830","12.2.3.1","17.4","","","","1"
"2024-07","Alberta","2016A000248","Women","Very strong or somewhat strong sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411836","12.3.1.1","51.3","","","","1"
"2024-10","Alberta","2016A000248","Women","Very strong or somewhat strong sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411836","12.3.1.1","51.4","","","","1"
"2024-07","Alberta","2016A000248","Women","Somewhat weak or very weak sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411842","12.3.2.1","36.1","","","","1"
"2024-10","Alberta","2016A000248","Women","Somewhat weak or very weak sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411842","12.3.2.1","38.3","","","","1"
"2024-07","Alberta","2016A000248","Women","No opinion on sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411848","12.3.3.1","12.6","","","","1"
"2024-10","Alberta","2016A000248","Women","No opinion on sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411848","12.3.3.1","10.4","","","","1"
"2024-07","British Columbia","2016A000259","Total, all persons","Very strong or somewhat strong sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411854","13.1.1.1","53.0","","","","1"
"2024-10","British Columbia","2016A000259","Total, all persons","Very strong or somewhat strong sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411854","13.1.1.1","50.8","","","","1"
"2024-07","British Columbia","2016A000259","Total, all persons","Somewhat weak or very weak sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411860","13.1.2.1","37.1","","","","1"
"2024-10","British Columbia","2016A000259","Total, all persons","Somewhat weak or very weak sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411860","13.1.2.1","38.1","","","","1"
"2024-07","British Columbia","2016A000259","Total, all persons","No opinion on sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411866","13.1.3.1","9.9","","","","1"
"2024-10","British Columbia","2016A000259","Total, all persons","No opinion on sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411866","13.1.3.1","11.2","","","","1"
"2024-07","British Columbia","2016A000259","Men","Very strong or somewhat strong sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411872","13.2.1.1","52.3","","","","1"
"2024-10","British Columbia","2016A000259","Men","Very strong or somewhat strong sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411872","13.2.1.1","50.5","","","","1"
"2024-07","British Columbia","2016A000259","Men","Somewhat weak or very weak sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411878","13.2.2.1","38.1","","","","1"
"2024-10","British Columbia","2016A000259","Men","Somewhat weak or very weak sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411878","13.2.2.1","38.0","","","","1"
"2024-07","British Columbia","2016A000259","Men","No opinion on sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411884","13.2.3.1","9.6","","","","1"
"2024-10","British Columbia","2016A000259","Men","No opinion on sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411884","13.2.3.1","11.5","","","","1"
"2024-07","British Columbia","2016A000259","Women","Very strong or somewhat strong sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411890","13.3.1.1","53.7","","","","1"
"2024-10","British Columbia","2016A000259","Women","Very strong or somewhat strong sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411890","13.3.1.1","51.1","","","","1"
"2024-07","British Columbia","2016A000259","Women","Somewhat weak or very weak sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411896","13.3.2.1","36.1","","","","1"
"2024-10","British Columbia","2016A000259","Women","Somewhat weak or very weak sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411896","13.3.2.1","38.1","","","","1"
"2024-07","British Columbia","2016A000259","Women","No opinion on sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411902","13.3.3.1","10.2","","","","1"
"2024-10","British Columbia","2016A000259","Women","No opinion on sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411902","13.3.3.1","10.8","","","","1"


